"","ID","LONG","LAT","ages","race","sex","income","Location","Price","Experience","Other","will_attend"
"53",13674,-78.5884015760887,35.8091248613174,51.265858227745,"White","F","75-100k",5,1,1,2,0
"54",14044,-78.674341298709,35.8203603239948,22.7999686434771,"White","M","<25k",1,4,3,3,0
"55",14391,-78.5282264383859,35.8314390101997,59.5090506848922,"White","M","50-75k",1,1,2,1,0
"56",14555,-78.6737100383472,35.7727215876746,40.5214375311156,"White","F","25-50k",3,3,1,3,0
"57",14682,-78.6624341754076,35.8090111478785,49.1473120623724,"Hispanic","F","25-50k",1,1,2,1,0
"58",14699,-78.6133987483286,35.8106933705465,41.8603445842423,"White","M","100-150k",4,3,1,4,0
"59",14714,-78.6658681162665,35.7300704690004,53.3067084785131,"White","F","50-75k",4,3,1,4,0
"60",15077,-78.7249676010725,35.6330026884644,36.6950747048919,"White","M","25-50k",1,2,1,4,0
"61",15177,-78.6602557471626,35.7762118586082,47.6110645872879,"Hispanic","M","25-50k",1,3,2,2,0
"62",15439,-78.5887283792813,35.7273524294414,43.5629856290817,"White","M","75-100k",1,4,3,3,0
"63",15574,-78.5927513053647,35.7824347254023,37.4962684893322,"White","M","100-150k",5,4,2,4,1
"64",15638,-78.5268068021877,35.813395276207,43.161774414124,"White","M","25-50k",5,3,3,1,0
"65",16014,-78.6447194157521,35.7039467400616,44.2613481794433,"White","M","50-75k",1,4,3,3,1
"66",16462,-78.5759590264641,35.7985842021515,41.6414858099325,"White","F","50-75k",1,2,1,4,0
"67",16609,-78.5450676448174,35.7609740189711,42.6606780404256,"White","M","75-100k",3,4,1,2,0
"68",16785,-78.6619659873239,35.5865334669384,38.7235911782874,"White","M","75-100k",4,1,2,3,0
"69",16856,-78.56297906635,35.6461453254091,59.2113502700703,"Black","M","50-75k",4,4,1,1,0
"70",17250,-78.645485495554,35.7030747894111,49.6896535318555,"White","M","100-150k",4,1,2,3,0
"71",17394,-78.5971815728136,35.6056981995719,47.2041712411513,"White","F","<25k",5,4,2,4,0
"72",17770,-78.6614597629457,35.6708405855511,51.3362950201758,"Hispanic","F","100-150k",4,2,3,2,0
"73",18137,-78.5427440453975,35.8268238114348,36.6042347828175,"Black","M","25-50k",4,4,1,1,0
"74",18178,-78.6015632095919,35.7785118234674,38.5513519667116,"Hispanic","F","25-50k",1,4,3,3,1
"75",18311,-78.5984829597146,35.7742963943095,38.4327450716014,"White","F","75-100k",2,1,1,1,0
"76",18974,-78.6279460754008,35.9004488428218,45.3948622114859,"White","F","100-150k",5,3,3,1,0
"77",19001,-78.6747574793871,35.6969450992751,46.9439180339728,"White","M","100-150k",3,1,3,4,0
"78",19205,-78.7923729747341,35.8226840092576,34.2929063947294,"White","F","25-50k",1,3,2,2,0
"79",19548,-78.5993696569525,35.664967031205,36.3670456893428,"White","F","100-150k",4,1,2,3,0
"80",19927,-78.6389648857591,35.8100883934031,46.6232064276579,"Aisian/Other","F","75-100k",1,2,1,4,0
"81",19987,-78.6100093585387,35.6634972436566,38.5815383093115,"White","M","25-50k",1,2,1,4,0
"82",20021,-78.5951228471103,35.6714607781148,43.8659150434335,"Black","F","25-50k",1,3,2,2,0
"83",20025,-78.5976012050296,35.7887557589251,33.8742812516024,"White","F","75-100k",4,1,2,3,0
"84",20710,-78.5854049134461,35.8217497868694,42.474696000455,"Hispanic","F","50-75k",3,1,3,4,1
"85",20999,-78.6943153468798,35.7468740051943,35.3398587154375,"White","F","75-100k",2,4,2,2,0
"86",21135,-78.5657057056221,35.8093975419477,37.2712727404408,"White","F","25-50k",2,1,1,1,0
"87",21225,-78.625843629066,35.674962667188,45.1293533944099,"White","M",">150k",1,2,1,4,0
"88",21649,-78.6624723553054,35.6904316619255,48.0260214612742,"White","M","100-150k",4,4,1,1,0
"89",22382,-78.731658017657,35.7588705169592,44.6659866399291,"White","M","50-75k",2,1,1,1,0
"90",22388,-78.6694859132153,35.7773322823339,43.0147992128759,"Black","M","50-75k",3,4,1,2,0
"91",22802,-78.6691339229894,35.7429083367969,42.3413307313935,"White","F","50-75k",4,3,1,4,0
"92",22809,-78.6238854269977,35.8445098761103,26.5640780711358,"White","M","100-150k",5,3,3,1,0
"93",22890,-78.563631419843,35.8152857659663,38.8036447585053,"White","M","100-150k",3,3,1,3,0
"94",23034,-78.5731216383583,35.827873232994,34.4897335222145,"Black","M","100-150k",4,3,1,4,0
"95",23876,-78.5104894687193,35.9434839696276,39.6990377481843,"Black","M","25-50k",5,4,2,4,0
"96",24747,-78.5935009340112,35.8001514905099,36.2149952585524,"Hispanic","M","50-75k",2,4,2,2,0
"97",24837,-78.5946646367099,35.7653552118421,45.6118821394825,"Hispanic","M","50-75k",1,1,2,1,0
"98",24966,-78.5844164866733,35.7292139087244,31.8077903767551,"White","M","25-50k",1,4,3,3,0
"99",26020,-78.6257231941675,35.8156340297177,43.8607253269727,"White","F","75-100k",1,2,1,4,0
"100",26056,-78.6904980285013,35.7780779971573,52.0790418295355,"White","F","75-100k",2,4,2,2,0
"101",26136,-78.5444804356268,35.679134020889,53.7906592282886,"White","F","50-75k",3,1,3,4,0
"102",26223,-78.5596979103541,35.7087455294347,40.8732871580798,"Black","M","75-100k",4,1,2,3,0
"103",26253,-78.7390583968463,35.7527914193493,55.6612548119479,"White","F","75-100k",2,2,3,3,0
"104",26448,-78.5048961066301,35.7377058064876,42.1652548044508,"White","M","50-75k",2,4,2,2,0
"105",26457,-78.6176319052555,35.6679880353044,49.704056229282,"White","M","25-50k",1,2,1,4,0
"106",26863,-78.6279773902147,35.6965069978951,42.0868472485391,"White","F","75-100k",4,1,2,3,0
"107",26956,-78.6091964936665,35.8610116954468,43.0039989339991,"White","F","100-150k",5,3,3,1,0
"108",27195,-78.5572158718185,35.8873445305744,43.8385016160427,"White","F","<25k",5,3,3,1,0
"109",27312,-78.5650502069432,35.6690237997307,39.4988975119495,"Black","F","50-75k",3,2,2,1,0
"110",27481,-78.7967223629368,35.800757562529,51.4484457937746,"White","F","50-75k",1,1,2,1,0
"111",27910,-78.579631127087,35.9853834601214,39.1121089315514,"Black","M","25-50k",3,4,1,2,0
"112",27959,-78.6597009947191,35.7739736540984,32.6971547835564,"White","M","25-50k",1,4,3,3,0
"113",28058,-78.7253696842005,35.8146585161456,51.5096460754347,"White","F","<25k",2,1,1,1,0
"114",28158,-78.6255534493553,35.7562335215835,52.3766308714473,"White","M","100-150k",2,4,2,2,0
"115",28620,-78.615313779532,35.7749082023682,41.9338406106316,"White","F","75-100k",1,3,2,2,0
"116",28636,-78.6408276972268,35.9155514277713,56.6033269705465,"Black","F","25-50k",3,3,1,3,0
"117",28654,-78.6988394601782,35.8276134512078,53.393388293928,"White","M","75-100k",3,4,1,2,0
"118",28881,-78.6587249009465,35.8424444080168,42.7389110135697,"White","M","<25k",4,4,1,1,0
"119",28958,-78.7384703874029,35.7789793322369,34.3162472356269,"White","M","100-150k",5,3,3,1,0
"120",28977,-78.6894463079305,35.769406678974,42.1140660998493,"White","M","75-100k",4,4,1,1,0
"121",28990,-78.6617350238542,35.9173061321129,38.8245258390898,"White","M","50-75k",1,4,3,3,1
"122",29828,-78.6299954054912,35.7741813744677,47.1838666841079,"Hispanic","M","25-50k",4,4,1,1,0
"123",30065,-78.6472874109405,35.836316124014,41.6149671739846,"White","F","100-150k",1,3,2,2,0
"124",30109,-78.6406684267235,35.8176443807312,27.6766718212811,"White","F","<25k",4,1,2,3,0
"125",30312,-78.5918014213251,35.7190004681112,42.1233863452236,"White","F","50-75k",1,1,2,1,0
"126",30415,-78.5515513828524,35.7398841815832,33.343353553961,"White","M","100-150k",3,1,3,4,0
"127",30463,-78.5481080353176,35.86691810663,52.6227032962626,"White","F","25-50k",1,3,2,2,0
"128",30884,-78.6560985026206,35.7938119563892,40.5326353791414,"White","F","100-150k",5,4,2,4,0
"129",31398,-78.680983539169,35.7753617404252,45.8801154128002,"Black","F","100-150k",5,2,1,3,0
"130",31430,-78.7062016951345,35.7919081664723,60.8329069692288,"Aisian/Other","F","<25k",2,1,1,1,0
"131",31737,-78.6511290331553,35.7725839850424,43.3829178765747,"Black","M","50-75k",3,3,1,3,0
"132",32299,-78.6186342511903,35.7079764153368,38.3979817974461,"White","M","25-50k",3,3,1,3,0
"133",32393,-78.6278002539987,35.8249214543048,62.1043467508844,"Black","M","<25k",5,2,1,3,0
"134",32417,-78.6402804151388,35.810888869642,37.4929045948804,"White","F","50-75k",3,1,3,4,1
"135",32433,-78.5636495855644,35.8480524185519,45.9900167878075,"White","F","25-50k",5,1,1,2,0
"136",33032,-78.6059790626166,35.8219292108338,35.3274662621013,"White","F","50-75k",5,1,1,2,0
"137",33042,-78.5352969668098,35.7920046642662,37.7801320100446,"Hispanic","F","25-50k",4,2,3,2,0
"138",33202,-78.6939511078558,35.8389013200018,36.143627166918,"White","F","25-50k",4,2,3,2,0
"139",33410,-78.5530879657525,35.8128927045146,39.1956412815916,"White","F","50-75k",1,2,1,4,0
"140",33907,-78.6914122744015,35.8821806323133,35.2553420537997,"White","F","100-150k",2,1,1,1,1
"141",33990,-78.6303805696389,35.8376771893749,41.5962202919456,"White","M","75-100k",1,3,2,2,0
"142",34596,-78.5854981560822,35.7875167378938,39.9245438848258,"White","F","<25k",5,3,3,1,0
"143",34783,-78.70130332663,35.7064085465511,37.7846971167477,"White","F","<25k",4,4,1,1,0
"144",34800,-78.4684360820344,35.6948195647264,44.7102333634314,"White","F","100-150k",4,4,1,1,0
"145",34975,-78.5395774661124,35.8814282182987,41.285429387053,"White","M","100-150k",1,1,2,1,0
"146",35090,-78.6544641206447,35.784349644873,39.2434031673435,"White","F","<25k",1,1,2,1,0
"147",35107,-78.6521093977169,35.7200663928038,35.5931770879446,"White","M",">150k",4,4,1,1,0
"148",35197,-78.6033056245182,35.7695184899332,39.2732173806292,"White","M","50-75k",4,4,1,1,0
"149",35251,-78.652115070189,35.8450783069566,44.7055139248566,"White","M","25-50k",3,3,1,3,0
"150",35355,-78.5961202783171,35.7421675865603,49.6388127232672,"Hispanic","M","25-50k",1,4,3,3,0
"151",35909,-78.8763666804334,35.8580852232328,39.3286011118811,"Hispanic","M","100-150k",1,4,3,3,1
"152",36061,-78.6979866580337,35.7142698851093,54.6266016127861,"White","M","75-100k",1,1,2,1,0
"153",36200,-78.6378543255039,35.8239714553914,41.4483883709032,"White","F","25-50k",2,4,2,2,0
"154",37001,-78.6562661491985,35.7758603080398,32.9223002191367,"White","F","25-50k",3,4,1,2,0
"155",37081,-78.6504461549859,35.7680233667181,51.6592826901631,"Black","F","50-75k",3,4,1,2,0
"156",37776,-78.6442257678518,35.7872242238933,53.1720734948482,"White","M","50-75k",5,1,1,2,0
"157",37940,-78.6371554250694,35.7934888161222,61.8074084157199,"White","F","<25k",1,1,2,1,0
"158",38063,-78.640172228487,35.8029784248704,49.7651484872073,"White","M","25-50k",3,4,1,2,0
"159",38444,-78.6589391392822,35.7779478580895,41.7426108407723,"Black","M",">150k",2,2,3,3,0
"160",38753,-78.5210891459559,35.8488469013242,44.6111336939644,"White","F","<25k",4,4,1,1,0
"161",38782,-78.5585052701313,35.7965182982865,37.5045852948627,"Black","M","<25k",1,3,2,2,0
"162",39001,-78.6438549633354,35.7689262669582,38.7666743439681,"White","F","75-100k",1,1,2,1,0
"163",39037,-78.6362715836653,35.7942595394649,51.5248178775377,"White","M","75-100k",4,1,2,3,0
"164",39736,-78.6158668875181,35.7613363071606,38.4315301395945,"White","M","50-75k",4,1,2,3,0
"165",39861,-78.6745239228094,35.8039093141947,40.4783725554798,"White","M","<25k",3,3,1,3,0
"166",40211,-78.7002440956807,35.705869178417,30.3393969139187,"White","M","<25k",3,2,2,1,0
"167",40223,-78.6379478827486,35.8360771846318,42.5377360159464,"Hispanic","F","50-75k",1,1,2,1,0
"168",40238,-78.5167123763371,35.8563554242468,32.9427466590025,"Hispanic","M",">150k",5,1,1,2,0
"169",40364,-78.5038427249303,35.7843560560778,43.1064013451211,"White","M","50-75k",4,4,1,1,0
"170",40552,-78.6587294814877,35.8526256953622,40.3959869222615,"White","M","75-100k",1,3,2,2,0
"171",40564,-78.6520353290863,35.7100509714457,40.3068999645886,"White","M","50-75k",4,3,1,4,0
"172",41076,-78.6895725189454,35.7741301769736,29.6406193352256,"Black","F","25-50k",4,4,1,1,0
"173",41281,-78.7289824885711,35.7243317166622,51.9691139675313,"White","M","25-50k",4,3,1,4,0
"174",41513,-78.5091394493987,35.7017384526712,50.7581120749701,"White","F","<25k",2,2,3,3,1
"175",42521,-78.665656239365,35.7604743751465,38.1739566455142,"White","M","100-150k",2,4,2,2,0
"176",42885,-78.6098485028998,35.7165321972245,39.1679378676419,"White","F","100-150k",5,4,2,4,0
"177",43504,-78.7354616536496,35.8159183717071,34.5975161982277,"White","M","<25k",4,2,3,2,0
"178",43575,-78.6423319476822,35.7660634604907,41.3494674588776,"White","M","<25k",3,3,1,3,0
"179",43805,-78.6550846984666,35.8564840133085,40.4674005945211,"White","M","75-100k",1,1,2,1,0
"180",43927,-78.7268500677904,35.8302021019244,39.6497699511113,"White","M","100-150k",4,1,2,3,0
"181",44748,-78.6277107589669,35.8143627433107,48.5194220855299,"White","F","100-150k",1,3,2,2,0
"182",44794,-78.7780376476313,35.7845808352617,61.9303149485148,"White","M","25-50k",4,2,3,2,0
"183",44809,-78.7514635485529,35.8190213628242,44.3945022444343,"Aisian/Other","F","25-50k",4,3,1,4,0
"184",45134,-78.7553529137246,35.7527163225085,38.6578605693996,"White","M",">150k",3,3,1,3,0
"185",45165,-78.5466660734942,35.7877828599384,32.323818453552,"White","F","75-100k",5,1,1,2,0
"186",45324,-78.6885037614439,35.8010341965517,52.2314450360312,"White","F","75-100k",4,3,1,4,0
"187",45817,-78.7243587457713,35.8902003867862,56.4065821911053,"White","F","50-75k",4,2,3,2,0
"188",45931,-78.7075748751218,35.7572849352836,46.4306227176974,"Hispanic","F","50-75k",1,3,2,2,0
"189",46058,-78.7018983423512,35.8517713146534,34.4238013908384,"White","M","100-150k",4,3,1,4,0
"190",46206,-78.7683661620695,35.888106321161,44.7401213947367,"Black","M","25-50k",5,2,1,3,0
"191",46304,-78.7551346824738,35.7552557128932,47.6142106906802,"White","F","50-75k",5,4,2,4,0
"192",46885,-78.5627118627678,35.8786363827901,34.8597016454643,"Black","M","25-50k",3,3,1,3,0
"193",46937,-78.6193585539588,35.6325415489931,32.5721114477738,"Hispanic","M","25-50k",3,3,1,3,0
"194",47111,-78.6003571045685,35.6648564015872,44.3449046095088,"Hispanic","M","50-75k",5,1,1,2,0
"195",47312,-78.5512429839535,35.8223007590191,44.8227863047165,"White","F","50-75k",1,1,2,1,0
"196",47412,-78.6884904128181,35.7831236156962,31.2867619738841,"White","F","25-50k",5,4,2,4,0
"197",47426,-78.5925794986077,35.799234657034,38.8973778513783,"Hispanic","F","100-150k",5,3,3,1,0
"198",47767,-78.6188429796306,35.8354972502742,41.9215034391216,"Aisian/Other","M","25-50k",3,1,3,4,0
"199",47780,-78.5762349799496,35.7356468740124,52.5322425433203,"White","M","50-75k",1,4,3,3,1
"200",47976,-78.7869714496676,35.7719347942071,42.0294632962439,"Hispanic","F","75-100k",5,4,2,4,1
"201",48264,-78.5985317002517,35.7778229327186,43.2150760849079,"White","F","75-100k",3,4,1,2,0
"202",48372,-78.6799723405029,35.7795912334468,32.0818698874294,"White","M","25-50k",4,4,1,1,0
"203",48403,-78.6669335095448,35.8511392892669,38.2753337360065,"White","F","75-100k",5,2,1,3,0
"204",48496,-78.5714840123853,35.7418049782668,36.6942791401527,"White","F","75-100k",4,4,1,1,0
"205",48667,-78.7283129193758,35.8453123723328,36.735683963911,"White","M","<25k",2,4,2,2,0
"206",48770,-78.6117868639074,35.6988761180292,40.6243765157101,"Hispanic","F","25-50k",4,3,1,4,0
"207",48803,-78.6483402974941,35.8056262366852,42.1759826386298,"White","F","75-100k",1,1,2,1,0
"208",48869,-78.6866550688919,35.8144484406863,41.0105290984791,"White","F","75-100k",3,2,2,1,0
"209",49488,-78.7068186756008,35.8515280122661,38.6246530205122,"White","F","75-100k",4,3,1,4,0
"210",49604,-78.5986129972595,35.7200761635847,43.4719796003819,"White","M","50-75k",5,1,1,2,0
"211",49614,-78.5952497018515,35.7465566119348,41.3395345667934,"White","F","<25k",2,2,3,3,0
"212",49661,-78.7542054229101,35.627872419996,45.429223373977,"Black","M","<25k",5,2,1,3,0
"213",49775,-78.6057986368889,35.8075921032117,50.329218444795,"White","F",">150k",1,4,3,3,0
"214",50319,-78.6455090236132,35.7952162748009,37.4677171943781,"Hispanic","M","75-100k",4,2,3,2,0
"215",50508,-78.6205967610857,35.771582905494,46.6489109491216,"White","M","75-100k",1,2,1,4,0
"216",50573,-78.721640382787,35.7824145150267,52.7091760856013,"White","M","25-50k",4,1,2,3,0
"217",50827,-78.5647750243681,35.6986194312138,34.0210044076981,"White","M","75-100k",3,2,2,1,0
"218",51175,-78.6737420896583,35.8247359645068,37.1055444348495,"White","M","100-150k",3,3,1,3,0
"219",51260,-78.7336343490038,35.6974067889284,34.7832867936044,"Black","F","100-150k",5,2,1,3,0
"220",51362,-78.5872573865149,35.786033621586,52.1851206445483,"White","M","50-75k",2,2,3,3,0
"221",51457,-78.6754300675318,35.8082777260083,36.9137584874107,"White","F","<25k",1,2,1,4,0
"222",51476,-78.6373530275041,35.8403469568371,31.0947291195681,"Black","F","<25k",3,2,2,1,0
"223",51512,-78.7198681919603,35.7344026878699,53.2462746741513,"White","F","50-75k",1,4,3,3,0
"224",51526,-78.7603397628604,35.8142184014716,40.9721747414425,"White","M","25-50k",1,4,3,3,0
"225",51629,-78.4871821521707,35.9054942657917,43.918976359098,"White","F","50-75k",3,4,1,2,0
"226",51804,-78.7112394362798,35.8638580487907,42.7278484355486,"White","M","25-50k",2,1,1,1,0
"227",51900,-78.6617298875262,35.849746562788,44.5216331922928,"Aisian/Other","M","<25k",3,2,2,1,0
"228",52055,-78.6716736174526,35.8039865534205,37.2312596293377,"Aisian/Other","M","25-50k",5,1,1,2,0
"229",53000,-78.6480605772465,35.6738316368261,38.6450305510846,"White","M","25-50k",4,2,3,2,0
"230",53200,-78.8151268591632,35.6887147427862,39.8948133981401,"White","F","75-100k",2,4,2,2,0
"231",53326,-78.5345836186915,35.6909362477661,42.2413285692087,"Aisian/Other","F","75-100k",5,4,2,4,0
"232",53532,-78.7257340020752,35.7091369788878,46.0930786818741,"White","F","75-100k",5,3,3,1,0
"233",53842,-78.6977153008282,35.749188084056,68.912218351967,"Hispanic","M","50-75k",1,3,2,2,0
"234",54080,-78.7481405480251,35.8189183389933,38.4661901137763,"White","F","<25k",3,4,1,2,0
"235",54417,-78.6317611788818,35.7154050362689,46.903964015431,"Black","F","100-150k",3,3,1,3,0
"236",54539,-78.6405227832854,35.8221329361161,43.4797105381017,"White","M",">150k",3,2,2,1,0
"237",54754,-78.6635870818544,35.7720680100644,32.4708467398106,"White","M","<25k",1,4,3,3,0
"238",54897,-78.7197494802923,35.8453914478382,41.0201182102662,"Black","M","50-75k",2,1,1,1,0
"239",55202,-78.6168913321907,35.7356250559528,34.7020172130821,"White","F","25-50k",3,1,3,4,0
"240",55301,-78.4773821965359,35.6927264195225,65.6084666089268,"White","M","75-100k",2,4,2,2,0
"241",55365,-78.6225850517797,35.7135672122745,25.3240875732516,"White","M","100-150k",3,4,1,2,0
"242",55756,-78.6710276499081,35.7404203659119,48.5299169286781,"White","M","75-100k",3,3,1,3,0
"243",56032,-78.716967938903,35.8733601769005,44.285550647126,"White","F","75-100k",4,1,2,3,0
"244",56052,-78.632761742228,35.904604419487,56.5809752540908,"Hispanic","F","50-75k",4,1,2,3,0
"245",56110,-78.5740775587441,35.8860600175204,44.4355544150827,"White","F","<25k",5,1,1,2,0
"246",56181,-78.6067348119189,35.8501496524543,43.9411194910753,"Black","M","75-100k",4,2,3,2,0
"247",56749,-78.6712337279639,35.6868533246546,44.849313520303,"Hispanic","F","50-75k",2,2,3,3,0
"248",56787,-78.7113358467927,35.7196450213791,38.1105287782293,"White","F","75-100k",3,2,2,1,0
"249",56876,-78.7134406249898,35.7866497162347,32.1161033803507,"White","F","25-50k",4,1,2,3,0
"250",57171,-78.6088944464969,35.7900084853814,44.3490459476068,"White","F","25-50k",4,2,3,2,0
"251",57230,-78.6529434094551,35.6836045419862,36.7547635002596,"White","F","25-50k",1,1,2,1,0
"252",57429,-78.5763008089207,35.8355892121234,56.3901852951435,"White","M","100-150k",3,2,2,1,0
"253",57606,-78.6852382237364,35.7545089658383,44.287444650245,"White","F","50-75k",5,4,2,4,0
"254",57636,-78.6220951275014,35.8241828067253,45.1225612412464,"White","F",">150k",1,2,1,4,0
"255",58267,-78.7635610215513,35.8737948854229,44.3548315753951,"White","F","50-75k",4,3,1,4,0
"256",58649,-78.4902478344403,35.7354034545952,40.2168125181029,"White","F","<25k",4,2,3,2,0
"257",58703,-78.6896115506852,35.7769528491366,38.7356674251455,"White","F","50-75k",4,4,1,1,0
"258",58717,-78.5628221813697,35.6782822637091,48.0184382459263,"Hispanic","M","50-75k",2,4,2,2,0
"259",58766,-78.5801017193387,35.9100050037969,39.2333132081764,"White","M","100-150k",5,1,1,2,0
"260",59010,-78.6577246499674,35.7681565515136,48.2609868586556,"White","M","100-150k",3,3,1,3,0
"261",59332,-78.8069936937535,35.7445282723095,37.7464218729931,"White","F","<25k",4,3,1,4,0
"262",59392,-78.6107668835503,35.7737607191066,45.9716521895711,"White","M","75-100k",4,4,1,1,0
"263",59563,-78.6270125575993,35.7279336804349,55.7887337525258,"White","M","25-50k",5,1,1,2,0
"264",59650,-78.5116758695017,35.8584519355483,37.8884016700846,"White","F","50-75k",5,4,2,4,0
"265",59654,-78.6634640609601,35.6623208978894,35.8150088212649,"Hispanic","M","<25k",5,4,2,4,0
"266",60479,-78.7317953016617,35.7763912832669,54.2828692964485,"White","M","<25k",1,4,3,3,0
"267",60696,-78.6387372543344,35.8731277339587,31.334764160738,"White","M","75-100k",2,4,2,2,0
"268",61070,-78.5102851889691,35.7987024467407,46.2164218570295,"White","M","100-150k",4,4,1,1,0
"269",61438,-78.7966283397192,35.7278556945415,30.3286129907142,"White","M","25-50k",4,3,1,4,0
"270",61451,-78.6365455787164,35.7202776062752,32.0907198159562,"White","M","25-50k",3,3,1,3,0
"271",61498,-78.6084756448712,35.7650455507433,50.6593779459694,"White","M","25-50k",1,1,2,1,0
